time,empiricalCumulatedFrequencies,median,piLower,piUpper,split
14.201,0.660494,0.432099,0.354938,0.50463,All
14.294,0.660494,0.432099,0.354938,0.50463,All
14.3869,0.660494,0.432099,0.354938,0.50463,All
14.4799,0.660494,0.432099,0.354938,0.50463,All
14.5729,0.672619,0.4375,0.361607,0.508929,All
14.6658,0.672619,0.4375,0.361607,0.508929,All
14.7588,0.672619,0.4375,0.361607,0.508929,All
14.8518,0.672619,0.4375,0.361607,0.508929,All
14.9447,0.672619,0.4375,0.361607,0.508929,All
15.0377,0.683908,0.442529,0.367816,0.511494,All
15.1307,0.683908,0.442529,0.367816,0.511494,All
15.2236,0.683908,0.442529,0.367816,0.511494,All
15.3166,0.683908,0.442529,0.367816,0.511494,All
15.4095,0.683908,0.442529,0.367816,0.511494,All
15.5025,0.692737,0.446927,0.371508,0.513966,All
15.5955,0.692737,0.446927,0.371508,0.513966,All
15.6884,0.692737,0.446927,0.371508,0.513966,All
15.7814,0.692737,0.446927,0.371508,0.513966,All
15.8744,0.692737,0.446927,0.371508,0.513966,All
15.9673,0.692737,0.446927,0.371508,0.513966,All
16.0603,0.699454,0.449454,0.377049,0.519126,All
16.1533,0.699454,0.449454,0.377049,0.519126,All
16.2462,0.699454,0.449454,0.377049,0.519126,All
16.3392,0.699454,0.449454,0.377049,0.519126,All
16.4322,0.699454,0.449454,0.377049,0.519126,All
16.5251,0.705094,0.453083,0.380697,0.520107,All
16.6181,0.705094,0.453083,0.380697,0.520107,All
16.7111,0.705094,0.453083,0.380697,0.520107,All
16.804,0.705094,0.453083,0.380697,0.520107,All
16.897,0.705094,0.453083,0.380697,0.520107,All
16.9899,0.705094,0.453083,0.380697,0.520107,All
17.0829,0.709763,0.453826,0.382586,0.519789,All
17.1759,0.709763,0.453826,0.382586,0.519789,All
17.2688,0.709763,0.453826,0.382586,0.519789,All
17.3618,0.709763,0.453826,0.382586,0.519789,All
17.4548,0.709763,0.453826,0.382586,0.519789,All
17.5477,0.713542,0.455729,0.382813,0.520833,All
17.6407,0.713542,0.455729,0.382813,0.520833,All
17.7337,0.713542,0.455729,0.382813,0.520833,All
17.8266,0.713542,0.455729,0.382813,0.520833,All
17.9196,0.713542,0.455729,0.382813,0.520833,All
18.0126,0.715762,0.457364,0.385013,0.520672,All
18.1055,0.715762,0.457364,0.385013,0.520672,All
18.1985,0.715762,0.457364,0.385013,0.520672,All
18.2915,0.715762,0.457364,0.385013,0.520672,All
18.3844,0.715762,0.457364,0.385013,0.520672,All
18.4774,0.715762,0.457364,0.385013,0.520672,All
18.5704,0.717224,0.457584,0.385604,0.520566,All
18.6633,0.717224,0.457584,0.385604,0.520566,All
18.7563,0.717224,0.457584,0.385604,0.520566,All
18.8492,0.717224,0.457584,0.385604,0.520566,All
18.9422,0.717224,0.457584,0.385604,0.520566,All
19.0352,0.717949,0.45641,0.387179,0.521795,All
19.1281,0.717949,0.45641,0.387179,0.521795,All
19.2211,0.717949,0.45641,0.387179,0.521795,All
19.3141,0.717949,0.45641,0.387179,0.521795,All
19.407,0.717949,0.45641,0.387179,0.521795,All
19.5,0.71867,0.457801,0.386189,0.521739,All
