time,empiricalCumulatedFrequencies,median,piLower,piUpper,split
9.27387,0.20098,0.115196,0.0808824,0.161765,All
9.36683,0.20098,0.115196,0.0808824,0.161765,All
9.4598,0.20098,0.115196,0.0808824,0.161765,All
9.55276,0.189815,0.111111,0.0787037,0.157407,All
9.64573,0.189815,0.111111,0.0787037,0.157407,All
9.73869,0.189815,0.111111,0.0787037,0.157407,All
9.83166,0.189815,0.111111,0.0787037,0.157407,All
9.92462,0.189815,0.111111,0.0787037,0.157407,All
10.0176,0.179825,0.109649,0.0745614,0.151316,All
10.1106,0.179825,0.109649,0.0745614,0.151316,All
10.2035,0.179825,0.109649,0.0745614,0.151316,All
10.2965,0.179825,0.109649,0.0745614,0.151316,All
10.3894,0.179825,0.109649,0.0745614,0.151316,All
10.4824,0.179825,0.109649,0.0745614,0.151316,All
10.5754,0.170833,0.108333,0.075,0.15,All
10.6683,0.170833,0.108333,0.075,0.15,All
10.7613,0.170833,0.108333,0.075,0.15,All
10.8543,0.170833,0.108333,0.075,0.15,All
10.9472,0.170833,0.108333,0.075,0.15,All
11.0402,0.166667,0.107143,0.0714286,0.154762,All
11.1332,0.166667,0.107143,0.0714286,0.154762,All
11.2261,0.166667,0.107143,0.0714286,0.154762,All
11.3191,0.166667,0.107143,0.0714286,0.154762,All
11.4121,0.166667,0.107143,0.0714286,0.154762,All
11.505,0.166667,0.109848,0.0719697,0.155303,All
11.598,0.166667,0.109848,0.0719697,0.155303,All
11.691,0.166667,0.109848,0.0719697,0.155303,All
11.7839,0.166667,0.109848,0.0719697,0.155303,All
11.8769,0.166667,0.109848,0.0719697,0.155303,All
11.9698,0.166667,0.109848,0.0719697,0.155303,All
12.0628,0.163043,0.112319,0.0724638,0.157609,All
12.1558,0.163043,0.112319,0.0724638,0.157609,All
12.2487,0.163043,0.112319,0.0724638,0.157609,All
12.3417,0.163043,0.112319,0.0724638,0.157609,All
12.4347,0.163043,0.112319,0.0724638,0.157609,All
12.5276,0.170139,0.114583,0.0729167,0.161458,All
12.6206,0.170139,0.114583,0.0729167,0.161458,All
12.7136,0.170139,0.114583,0.0729167,0.161458,All
12.8065,0.170139,0.114583,0.0729167,0.161458,All
12.8995,0.170139,0.114583,0.0729167,0.161458,All
12.9925,0.170139,0.114583,0.0729167,0.161458,All
13.0854,0.18,0.12,0.0766667,0.168333,All
13.1784,0.18,0.12,0.0766667,0.168333,All
13.2714,0.18,0.12,0.0766667,0.168333,All
13.3643,0.18,0.12,0.0766667,0.168333,All
13.4573,0.18,0.12,0.0766667,0.168333,All
13.5503,0.192308,0.125,0.0833333,0.176282,All
13.6432,0.192308,0.125,0.0833333,0.176282,All
13.7362,0.192308,0.125,0.0833333,0.176282,All
13.8291,0.192308,0.125,0.0833333,0.176282,All
13.9221,0.192308,0.125,0.0833333,0.176282,All
14.0151,0.200617,0.132716,0.0833333,0.188272,All
14.108,0.200617,0.132716,0.0833333,0.188272,All
14.201,0.200617,0.132716,0.0833333,0.188272,All
14.294,0.200617,0.132716,0.0833333,0.188272,All
14.3869,0.200617,0.132716,0.0833333,0.188272,All
14.4799,0.200617,0.132716,0.0833333,0.188272,All
14.5729,0.21131,0.139881,0.0892857,0.197917,All
14.6658,0.21131,0.139881,0.0892857,0.197917,All
14.7588,0.21131,0.139881,0.0892857,0.197917,All
14.8518,0.21131,0.139881,0.0892857,0.197917,All
14.9447,0.21131,0.139881,0.0892857,0.197917,All
15.0377,0.227011,0.149425,0.0977011,0.20977,All
15.1307,0.227011,0.149425,0.0977011,0.20977,All
15.2236,0.227011,0.149425,0.0977011,0.20977,All
15.3166,0.227011,0.149425,0.0977011,0.20977,All
15.4095,0.227011,0.149425,0.0977011,0.20977,All
15.5025,0.23743,0.156425,0.104749,0.217877,All
15.5955,0.23743,0.156425,0.104749,0.217877,All
15.6884,0.23743,0.156425,0.104749,0.217877,All
15.7814,0.23743,0.156425,0.104749,0.217877,All
15.8744,0.23743,0.156425,0.104749,0.217877,All
15.9673,0.23743,0.156425,0.104749,0.217877,All
16.0603,0.243169,0.161202,0.112022,0.226776,All
16.1533,0.243169,0.161202,0.112022,0.226776,All
16.2462,0.243169,0.161202,0.112022,0.226776,All
16.3392,0.243169,0.161202,0.112022,0.226776,All
16.4322,0.243169,0.161202,0.112022,0.226776,All
16.5251,0.252011,0.16622,0.115282,0.227882,All
16.6181,0.252011,0.16622,0.115282,0.227882,All
16.7111,0.252011,0.16622,0.115282,0.227882,All
16.804,0.252011,0.16622,0.115282,0.227882,All
16.897,0.252011,0.16622,0.115282,0.227882,All
16.9899,0.252011,0.16622,0.115282,0.227882,All
17.0829,0.253298,0.171504,0.118734,0.236148,All
17.1759,0.253298,0.171504,0.118734,0.236148,All
17.2688,0.253298,0.171504,0.118734,0.236148,All
17.3618,0.253298,0.171504,0.118734,0.236148,All
17.4548,0.253298,0.171504,0.118734,0.236148,All
17.5477,0.260417,0.174479,0.119792,0.239583,All
17.6407,0.260417,0.174479,0.119792,0.239583,All
17.7337,0.260417,0.174479,0.119792,0.239583,All
17.8266,0.260417,0.174479,0.119792,0.239583,All
17.9196,0.260417,0.174479,0.119792,0.239583,All
18.0126,0.263566,0.178295,0.124031,0.241602,All
18.1055,0.263566,0.178295,0.124031,0.241602,All
18.1985,0.263566,0.178295,0.124031,0.241602,All
18.2915,0.263566,0.178295,0.124031,0.241602,All
18.3844,0.263566,0.178295,0.124031,0.241602,All
18.4774,0.263566,0.178295,0.124031,0.241602,All
18.5704,0.267352,0.179949,0.125964,0.242931,All
18.6633,0.267352,0.179949,0.125964,0.242931,All
18.7563,0.267352,0.179949,0.125964,0.242931,All
18.8492,0.267352,0.179949,0.125964,0.242931,All
18.9422,0.267352,0.179949,0.125964,0.242931,All
19.0352,0.269231,0.182051,0.125641,0.24359,All
19.1281,0.269231,0.182051,0.125641,0.24359,All
19.2211,0.269231,0.182051,0.125641,0.24359,All
19.3141,0.269231,0.182051,0.125641,0.24359,All
19.407,0.269231,0.182051,0.125641,0.24359,All
19.5,0.2711,0.181586,0.127877,0.244246,All
